Date,Value
2018-12-26 10,67.997998
2018-12-26 11,71.43999799999999
2018-12-26 12,66.23499774999999
2018-12-26 13,60.9019982
2018-12-26 14,51.831999200000006
2018-12-26 15,46.10499975
2018-12-26 16,42.073999799999996
2018-12-26 17,36.873999
2018-12-26 18,34.5059992
2018-12-26 19,34.0924995
2018-12-26 20,37.347998800000006
2018-12-26 21,42.6459984
2018-12-26 22,46.764998250000005
2018-12-26 23,42.1159988
2018-12-27 00,31.9419988
2018-12-27 01,23.5619996
2018-12-27 02,18.669999666666666
2018-12-27 03,17.3459996
2018-12-27 04,20.8419996
2018-12-27 05,31.534999250000002
2018-12-27 06,53.31999880000001
2018-12-27 07,64.84999839999999
2018-12-27 08,64.6399994
2018-12-27 09,72.089998
2018-12-27 10,73.9079986
2018-12-27 11,72.2259994
2018-12-27 12,67.49249950000001
2018-12-27 13,58.3399986
2018-12-27 14,47.481999200000004
2018-12-27 15,40.3479996
2018-12-27 16,39.6449995
2018-12-27 17,43.145999200000006
2018-12-27 18,45.6859984
2018-12-27 19,52.93499925
2018-12-27 20,63.3759986
2018-12-27 21,66.6819984
2018-12-27 22,63.94799879999999
2018-12-27 23,55.829999
2018-12-28 00,44.2719986
2018-12-28 01,40.4199996
2018-12-28 02,33.275000000000006
2018-12-28 03,41.4139982
2018-12-28 04,32.9579996
2018-12-28 05,44.30799940000001
2018-12-28 06,50.40499975
2018-12-28 07,52.6239988
2018-12-28 08,56.599998400000004
2018-12-28 09,60.21249775
2018-12-28 10,65.92199939999999
2018-12-28 11,68.4059984
2018-12-28 12,73.695999
2018-12-28 13,77.02249725
2018-12-28 14,72.5219986
2018-12-28 15,71.6239974
2018-12-28 16,76.10499775000001
2018-12-28 17,74.5059966
2018-12-28 18,70.00199900000001
2018-12-28 19,61.2779992
2018-12-28 20,53.35749924999999
2018-12-28 21,48.66999920000001
2018-12-28 22,45.8019982
2018-12-28 23,43.27999775
2018-12-29 00,37.6219994
2018-12-29 01,32.2379996
2018-12-29 02,27.4339992
2018-12-29 03,24.86499925
2018-12-29 04,23.507998999999998
2018-12-29 05,29.991999
2018-12-29 06,46.29249874999999
2018-12-29 07,56.90999839999999
2018-12-29 08,61.04599840000001
2018-12-29 09,64.0724995
2018-12-29 10,69.16499725
2018-12-29 11,65.94799880000001
2018-12-29 12,82.4339968
2018-12-29 13,77.57499875
2018-12-29 14,72.3279998
2018-12-29 15,64.2239996
2018-12-29 16,68.67999879999999
2018-12-29 17,65.40999875
2018-12-29 18,65.4999976
2018-12-29 19,77.957997
2018-12-29 20,85.074997
2018-12-29 21,79.1059982
2018-12-29 22,66.44
2018-12-29 23,60.29799799999999
2018-12-30 00,47.34999950000001
2018-12-30 01,42.9040002
2018-12-30 02,50.49599920000001
2018-12-30 03,51.36749925
2018-12-30 04,44.2199988
2018-12-30 05,34.63999940000001
2018-12-30 06,35.15999860000001
2018-12-30 07,30.92499925
2018-12-30 08,31.429999600000002
2018-12-30 09,30.089999
2018-12-30 10,30.557499500000002
2018-12-30 11,28.7939996
2018-12-30 12,31.661998399999998
2018-12-30 13,44.997998
2018-12-30 14,50.88499925000001
2018-12-30 15,50.871999
2018-12-30 16,58.211997999999994
2018-12-30 17,62.772498
2018-12-30 18,64.7760002
2018-12-30 19,73.2419982
2018-12-30 20,76.92999879999999
2018-12-30 21,78.169996
2018-12-30 22,83.12399880000001
2018-12-30 23,82.18599699999999
2018-12-31 00,75.954998
2018-12-31 01,62.68599919999999
2018-12-31 02,53.143998599999996
2018-12-31 03,46.7799988
2018-12-31 04,48.53999875
2018-12-31 05,58.8639992
2018-12-31 06,54.2159986
2018-12-31 07,53.854997499999996
2018-12-31 08,50.7299988
2018-12-31 09,48.0679994
2018-12-31 10,48.4559998
2018-12-31 11,55.102499
2018-12-31 12,67.56599800000001
2018-12-31 13,80.2899982
2018-12-31 14,82.5024985
2018-12-31 15,85.1179992
2018-12-31 16,85.75599980000001
2018-12-31 17,81.517998
2018-12-31 18,81.09999675
2018-12-31 19,83.9239992
2018-12-31 20,90.3039978
2018-12-31 21,89.37749675
2018-12-31 22,86.98999640000001
2018-12-31 23,85.79599920000001
2019-01-01 00,81.8899964
2019-01-01 01,76.46749675
2019-01-01 02,65.7499978
2019-01-01 03,57.699998400000005
2019-01-01 04,53.4349995
2019-01-01 05,51.599999000000004
2019-01-01 06,47.467999400000004
2019-01-01 07,45.0419992
2019-01-01 08,44.5675
2019-01-01 09,46.235999400000004
2019-01-01 10,44.7599982
2019-01-01 11,48.682498
2019-01-01 12,47.7939986
2019-01-01 13,47.373999000000005
2019-01-01 14,44.985999199999995
2019-01-01 15,41.9799985
2019-01-01 16,42.5080002
2019-01-01 17,40.9139984
2019-01-01 18,39.304998499999996
2019-01-01 19,47.017999399999994
2019-01-01 20,49.5259986
2019-01-01 21,51.839998800000004
2019-01-01 22,50.68249775
2019-01-01 23,48.043998800000004
2019-01-02 00,43.753999199999996
2019-01-02 01,38.8575
2019-01-02 02,36.0579984
2019-01-02 03,42.9499992
2019-01-02 04,42.129999600000005
2019-01-02 05,40.424999
2019-01-02 06,40.0639984
2019-01-02 07,38.763999
2019-01-02 08,37.974999249999996
2019-01-02 09,37.41333266666666
2019-01-02 10,37.6259986
2019-01-02 11,34.0419998
2019-01-02 12,35.117999399999995
2019-01-02 13,37.15249925
2019-01-02 14,35.7579988
2019-01-02 15,40.429998999999995
2019-01-02 16,42.6449985
2019-01-02 17,45.1999992
2019-01-02 18,48.989998400000005
2019-01-02 19,49.914
2019-01-02 20,64.84499925
2019-01-02 21,69.7119994
2019-01-02 22,72.45199899999999
2019-01-02 23,73.392498
2019-01-03 00,65.16799840000002
2019-01-03 01,65.32199999999999
2019-01-03 02,58.221999600000004
2019-01-03 03,58.744998
2019-01-03 04,58.911998600000004
2019-01-03 05,60.011997799999996
2019-01-03 06,63.62749949999999
2019-01-03 07,63.6999992
2019-01-03 08,73.6379976
2019-01-03 09,67.5999986
2019-01-03 10,63.60499874999999
2019-01-03 11,62.0599984
2019-01-03 12,57.5319984
2019-01-03 13,59.117498250000004
2019-01-03 14,57.58999825
2019-01-03 15,51.762498750000006
2019-01-03 16,50.0799988
2019-01-03 17,49.101999
2019-01-03 18,43.307499
2019-01-03 19,38.4319992
2019-01-03 20,31.805999000000003
2019-01-03 21,30.6819996
2019-01-03 22,32.70749975
2019-01-03 23,36.943999399999996
2019-01-04 00,33.023998999999996
2019-01-04 01,27.639999333333336
2019-01-04 02,23.1039996
2019-01-04 03,24.32499975
2019-01-04 04,20.5579996
2019-01-04 05,22.7619998
2019-01-04 06,33.35999875
2019-01-04 07,43.945999199999996
2019-01-04 08,44.081998600000006
2019-01-04 09,46.327498250000005
2019-01-04 10,43.6059984
2019-01-04 11,42.7819992
2019-01-04 12,41.555999
2019-01-04 13,42.65249825
2019-01-04 14,39.24199900000001
2019-01-04 15,38.893998800000006
2019-01-04 16,40.68999975
2019-01-04 17,45.271998599999996
2019-01-04 18,47.8379988
2019-01-04 19,47.127999
2019-01-04 20,48.80249875
2019-01-04 21,45.8639984
2019-01-04 22,43.90599900000001
2019-01-04 23,41.3100005
2019-01-05 00,34.56599920000001
2019-01-05 01,27.3459996
2019-01-05 02,23.3599996
2019-01-05 03,24.109999000000002
2019-01-05 04,23.791999399999998
2019-01-05 05,31.155999400000002
2019-01-05 06,41.769998799999996
2019-01-05 07,45.524998749999995
2019-01-05 08,48.719998999999994
2019-01-05 09,51.879998799999996
2019-01-05 10,51.11999875
2019-01-05 11,55.015998
2019-01-05 12,64.87199799999999
2019-01-05 13,66.04499824999999
2019-01-05 14,63.581998399999996
2019-01-05 15,64.716666
2019-01-05 16,61.41333133333333
2019-01-05 17,60.7819984
2019-01-05 18,63.061998
2019-01-05 19,56.36499875
2019-01-05 20,53.973998400000006
2019-01-05 21,52.651999
2019-01-05 22,49.495999
2019-01-05 23,48.50999925
2019-01-06 00,42.3359992
2019-01-06 01,35.918000199999994
2019-01-06 02,32.3125005
2019-01-06 03,35.4479994
2019-01-06 04,28.5959996
2019-01-06 05,35.6139992
2019-01-06 06,43.724999499999996
2019-01-06 07,47.1719986
2019-01-06 08,51.8939988
2019-01-06 09,52.36999775
2019-01-06 10,59.987999
2019-01-06 11,60.4679984
2019-01-06 12,56.251998
2019-01-06 13,47.489999999999995
2019-01-06 14,45.46599880000001
2019-01-06 15,40.9179992
2019-01-06 16,39.00749975
2019-01-06 17,38.5959982
2019-01-06 18,40.779999600000004
2019-01-06 19,47.177998200000005
2019-01-06 20,55.8274995
2019-01-06 21,53.7579994
2019-01-06 22,55.7299994
2019-01-06 23,48.01249975
2019-01-07 00,45.589999399999996
2019-01-07 01,35.771998599999996
2019-01-07 02,32.4459992
2019-01-07 03,29.102499
2019-01-07 04,33.2459992
2019-01-07 05,47.769998400000006
2019-01-07 06,53.74749825
2019-01-07 07,59.69799880000001
2019-01-07 08,56.955999799999994
2019-01-07 09,58.877997400000005
2019-01-07 10,55.6849995
2019-01-07 11,50.3259986
2019-01-07 12,61.125998800000005
2019-01-07 13,62.652497249999996
2019-01-07 14,64.488
2019-01-07 15,61.3359976
2019-01-07 16,64.7099968
2019-01-07 17,65.4675
2019-01-07 18,65.7759972
2019-01-07 19,61.201998200000006
2019-01-07 20,56.28499875
2019-01-07 21,50.8339994
2019-01-07 22,47.8199996
2019-01-07 23,47.73599840000001
2019-01-08 00,44.32249725
2019-01-08 01,39.083999000000006
2019-01-08 02,32.1839988
2019-01-08 03,27.5349995
2019-01-08 04,32.2179992
2019-01-08 05,47.76399919999999
2019-01-08 06,49.7479988
2019-01-08 07,50.137497999999994
2019-01-08 08,48.913998400000004
2019-01-08 09,52.2899978
2019-01-08 10,54.767499
2019-01-08 11,60.457999400000006
2019-01-08 12,79.5019974
2019-01-08 13,79.631999
2019-01-08 14,77.04999925
2019-01-08 15,73.4739974
2019-01-08 16,74.5779984
2019-01-08 17,73.34249875
2019-01-08 18,66.423999
2019-01-08 19,68.654001
2019-01-08 20,67.0999986
2019-01-08 21,62.824998750000006
2019-01-08 22,66.6200006
2019-01-08 23,66.80999920000001
2019-01-09 00,60.45249825
2019-01-09 01,65.2299978
2019-01-09 02,54.599998400000004
2019-01-09 03,56.22199880000001
2019-01-09 04,52.109998
2019-01-09 05,49.43999975
2019-01-09 06,48.0479994
2019-01-09 07,50.5299986
2019-01-09 08,58.6899995
2019-01-09 09,56.05999920000001
2019-01-09 10,55.0259988
2019-01-09 11,52.377999
2019-01-09 12,63.7199975
2019-01-09 13,66.9079994
2019-01-09 14,60.61199799999999
2019-01-09 15,52.472499
2019-01-09 16,55.3279982
2019-01-09 17,52.911998800000006
2019-01-09 18,58.3179984
2019-01-09 19,62.6724975
2019-01-09 20,65.10999919999999
2019-01-09 21,66.4859982
2019-01-09 22,68.9574985
2019-01-09 23,68.41999819999998
2019-01-10 00,60.671998599999995
2019-01-10 01,52.01399839999999
2019-01-10 02,46.67749975
2019-01-10 03,43.137999
2019-01-10 04,42.5159996
2019-01-10 05,52.01249975
2019-01-10 06,58.9939988
2019-01-10 07,54.2819994
2019-01-10 08,49.8259996
2019-01-10 09,42.11749925
2019-01-10 10,41.6019996
2019-01-10 11,39.7859986
2019-01-10 12,53.71999925
2019-01-10 13,73.43599839999999
2019-01-10 14,83.65599839999999
2019-01-10 15,84.2679994
2019-01-10 16,79.8824975
2019-01-10 17,81.07399760000001
2019-01-10 18,77.4059984
2019-01-10 19,79.09249875
2019-01-10 20,76.4459978
2019-01-10 21,68.7159988
2019-01-10 22,69.683998
2019-01-10 23,64.86749825
2019-01-11 00,55.855999999999995
2019-01-11 01,50.7299988
2019-01-11 02,40.23499875
2019-01-11 03,33.97999900000001
2019-01-11 04,32.6819996
2019-01-11 05,43.0339996
2019-01-11 06,55.852498
2019-01-11 07,64.291999
2019-01-11 08,64.9659988
2019-01-11 09,67.86249825
2019-01-11 10,60.7899992
2019-01-11 11,70.9059982
2019-01-11 12,63.805999
2019-01-11 13,61.564997500000004
2019-01-11 14,58.1179986
2019-01-11 15,56.655998999999994
2019-01-11 16,58.52749800000001
2019-01-11 17,52.8199982
2019-01-11 18,55.159999199999994
2019-01-11 19,72.17666633333333
2019-01-11 20,85.1899978
2019-01-11 21,105.762499
2019-01-11 22,119.0819976
2019-01-11 23,112.1919968
2019-01-12 00,98.91599740000001
2019-01-12 01,104.75249675
2019-01-12 02,98.9419968
2019-01-12 03,90.2159974
2019-01-12 04,80.4749985
2019-01-12 05,75.7379976
2019-01-12 06,69.6520004
2019-01-12 07,71.40200039999999
2019-01-12 08,62.90249725
2019-01-12 09,62.6539986
2019-01-12 10,64.4699988
2019-01-12 11,62.89999949999999
2019-01-12 12,54.59399880000001
2019-01-12 13,49.079998599999996
2019-01-12 14,46.0539984
2019-01-12 15,44.1799995
2019-01-12 16,44.2899984
2019-01-12 17,51.685999200000005
2019-01-12 18,52.122499499999996
2019-01-12 19,58.577999
2019-01-12 20,75.817998
2019-01-12 21,82.97199700000002
2019-01-12 22,86.65249625000001
2019-01-12 23,97.3999986
2019-01-13 00,92.01599580000001
2019-01-13 01,82.47249775
2019-01-13 02,85.475998
2019-01-13 03,75.253998
2019-01-13 04,80.5839982
2019-01-13 05,83.18499775
2019-01-13 06,80.45799860000001
2019-01-13 07,74.8519962
2019-01-13 08,72.1124955
2019-01-13 09,75.82799839999998
2019-01-13 10,78.0179978
2019-01-13 11,72.94199820000001
2019-01-13 12,70.90499875
2019-01-13 13,74.82599780000001
2019-01-13 14,79.175998
2019-01-13 15,78.55749725000001
2019-01-13 16,75.4819978
2019-01-13 17,74.1319976
2019-01-13 18,74.8579986
2019-01-13 19,74.706665
2019-01-13 20,71.3274975
2019-01-13 21,70.94200000000001
2019-01-13 22,67.3719986
2019-01-13 23,67.95249925
2019-01-14 00,63.12399899999999
2019-01-14 01,52.6799984
2019-01-14 02,48.06199959999999
2019-01-14 03,46.887499
2019-01-14 04,45.769998199999996
2019-01-14 05,53.9039984
2019-01-14 06,95.03249925
2019-01-14 07,67.56599879999999
2019-01-14 08,64.5899992
2019-01-14 09,65.84599740000002
2019-01-14 10,73.46249775
2019-01-14 11,68.02599799999999
2019-01-14 12,64.04999699999999
2019-01-14 13,63.3149995
2019-01-14 14,60.74999820000001
2019-01-14 15,55.907998799999994
2019-01-14 16,55.1779986
2019-01-14 17,53.757498500000004
2019-01-14 18,50.561998
2019-01-14 19,54.803999399999995
2019-01-14 20,55.29749875
2019-01-14 21,53.5639994
2019-01-14 22,51.2479996
2019-01-14 23,46.791999
2019-01-15 00,41.32249900000001
2019-01-15 01,35.7799986
2019-01-15 02,31.3019992
2019-01-15 03,28.29999925
2019-01-15 04,29.2719994
2019-01-15 05,43.4419982
2019-01-15 06,96.7699968
2019-01-15 07,67.95749975
2019-01-15 08,77.497999
2019-01-15 09,48.719998800000006
2019-01-15 10,44.629999999999995
2019-01-15 11,41.343998
2019-01-15 12,45.2619988
2019-01-15 13,53.869999
2019-01-15 14,60.28249925
2019-01-15 15,59.4679978
2019-01-15 16,56.9799978
2019-01-15 17,58.96249875
2019-01-15 18,64.457998
2019-01-15 19,65.9119998
2019-01-15 20,61.2019988
2019-01-15 21,57.33499925
2019-01-15 22,58.209999
2019-01-15 23,59.57199860000001
2019-01-16 00,55.279998750000004
2019-01-16 01,50.1519988
2019-01-16 02,45.2639992
2019-01-16 03,42.105999000000004
2019-01-16 04,39.82249925000001
2019-01-16 05,54.6839982
2019-01-16 06,63.4279992
2019-01-16 07,56.28499775
2019-01-16 08,46.8639984
2019-01-16 09,42.687999600000005
2019-01-16 10,40.7859998
2019-01-16 11,40.79999925
2019-01-16 12,44.8919992
2019-01-16 13,42.4719994
2019-01-16 14,39.84499925
2019-01-16 15,37.0279992
2019-01-16 16,34.1259994
2019-01-16 17,31.3739998
2019-01-16 18,30.65749925
2019-01-16 19,33.9219992
2019-01-16 20,38.0499998
2019-01-16 21,40.10749925
2019-01-16 22,44.0839994
2019-01-16 23,48.51399920000001
2019-01-17 00,44.5419988
2019-01-17 01,37.1674985
2019-01-17 02,26.8859998
2019-01-17 03,22.5959994
2019-01-17 04,23.95749975
2019-01-17 05,60.46500125
2019-01-17 06,51.909999000000006
2019-01-17 07,59.383998999999996
2019-01-17 08,65.004999
2019-01-17 09,72.7739988
2019-01-17 10,90.71400000000001
2019-01-17 11,76.31499875
2019-01-17 12,85.1959962
2019-01-17 13,83.2779984
2019-01-17 14,68.5419982
2019-01-17 15,62.27499775
2019-01-17 16,61.6439988
2019-01-17 17,58.4799988
2019-01-17 18,57.379999
2019-01-17 19,58.701999
2019-01-17 20,54.0319984
2019-01-17 21,59.6319994
2019-01-17 22,58.71999825
2019-01-17 23,54.9819982
2019-01-18 00,45.916665333333334
2019-01-18 01,37.54999925
2019-01-18 02,33.027499500000005
2019-01-18 03,30.865999199999997
2019-01-18 04,32.287999400000004
2019-01-18 05,46.525998
2019-01-18 06,56.81749800000001
2019-01-18 07,62.177999799999995
2019-01-18 08,60.8679984
2019-01-18 09,63.432498
2019-01-18 10,130.7
2019-01-18 11,72.1779986
2019-01-18 12,72.98199759999999
2019-01-18 13,83.77749825000001
2019-01-18 14,77.215999
2019-01-18 15,74.1319992
2019-01-18 16,72.68499750000001
2019-01-18 17,75.3419982
2019-01-18 18,72.543997
2019-01-18 19,65.15199820000001
2019-01-18 20,62.17499825
2019-01-18 21,58.3319982
2019-01-18 22,57.209998399999996
2019-01-18 23,53.6049985
2019-01-19 00,50.0999984
2019-01-19 01,45.3719986
2019-01-19 02,39.10999875
2019-01-19 03,35.499999249999995
2019-01-19 04,32.835998800000006
2019-01-19 05,38.767999599999996
2019-01-19 06,45.5324995
2019-01-19 07,41.0739996
2019-01-19 08,37.8459984
2019-01-19 09,38.13399880000001
2019-01-19 10,34.4499995
2019-01-19 11,38.25799959999999
2019-01-19 12,54.727998400000004
2019-01-19 13,64.1849995
2019-01-19 14,64.9599968
2019-01-19 15,64.5139998
2019-01-19 16,55.10599840000001
2019-01-19 17,52.51999850000001
2019-01-19 18,47.1899994
2019-01-19 19,54.3539994
2019-01-19 20,56.90499975
2019-01-19 21,57.769999
2019-01-19 22,56.79599840000001
2019-01-19 23,54.7074985
2019-01-20 00,44.1259986
2019-01-20 01,34.1739986
2019-01-20 02,29.569999799999998
2019-01-20 03,34.866666
2019-01-20 04,34.923999200000004
2019-01-20 05,37.78599859999999
2019-01-20 06,32.049999
2019-01-20 07,32.53199959999999
2019-01-20 08,31.6479996
2019-01-20 09,28.223999400000004
2019-01-20 10,27.944999250000002
2019-01-20 11,27.8819994
2019-01-20 12,32.4339992
2019-01-20 13,49.714999250000005
2019-01-20 14,57.433998800000005
2019-01-20 15,61.70799939999999
2019-01-20 16,62.98599840000001
2019-01-20 17,65.54749874999999
2019-01-20 18,69.1579972
2019-01-20 19,82.7199964
2019-01-20 20,82.71249749999998
2019-01-20 21,80.1299972
2019-01-20 22,76.8699982
2019-01-20 23,79.53399799999998
2019-01-21 00,73.887501
2019-01-21 01,67.959996
2019-01-21 02,51.125998800000005
2019-01-21 03,40.94499975
2019-01-21 04,39.9979996
2019-01-21 05,49.6819976
2019-01-21 06,48.9899994
2019-01-21 07,47.619999
2019-01-21 08,45.123999
2019-01-21 10,50.129999250000004
2019-01-21 11,49.4379986
2019-01-21 12,50.481999200000004
2019-01-21 13,48.894999250000005
2019-01-21 14,47.173998999999995
2019-01-21 15,42.7539986
2019-01-21 16,39.737999
2019-01-21 17,44.153333
2019-01-21 18,45.68249899999999
2019-01-21 19,58.573999
2019-01-21 20,69.5559982
2019-01-21 21,83.52249725
2019-01-21 22,93.5659974
2019-01-21 23,102.719998
2019-01-22 00,86.815999
2019-01-22 01,77.23249824999999
2019-01-22 02,66.205998
2019-01-22 03,68.3159996
2019-01-22 04,67.06999875
2019-01-22 05,50.32199860000001
2019-01-22 06,48.9739992
2019-01-22 07,52.79599900000001
2019-01-22 08,48.097499
2019-01-22 09,46.4719986
2019-01-22 10,88.86399859999999
2019-01-22 11,52.30249875
2019-01-22 12,35.6479996
2019-01-22 13,34.5079992
2019-01-22 14,27.8959994
2019-01-22 15,27.25
2019-01-22 16,26.541999399999998
2019-01-22 17,29.2259994
2019-01-22 18,27.804999249999998
2019-01-22 19,35.053998400000005
2019-01-22 20,57.30999920000001
2019-01-22 21,69.9299986
2019-01-22 22,78.169998
2019-01-22 23,67.27799820000001
2019-01-23 00,51.80799939999999
2019-01-23 01,55.17249975
2019-01-23 02,58.209997599999994
2019-01-23 03,76.9659988
2019-01-23 04,88.68799759999999
2019-01-23 05,78.34999825
2019-01-23 06,62.7779984
2019-01-23 07,58.8119998
2019-01-23 08,58.40999775
2019-01-23 09,50.543998599999995
2019-01-23 10,44.751999
2019-01-23 11,44.875998800000005
2019-01-23 12,50.60333133333334
2019-01-23 13,54.5474995
2019-01-23 14,58.0259986
2019-01-23 15,56.7279982
2019-01-23 16,57.875998
2019-01-23 17,56.142499
2019-01-23 18,54.197998
2019-01-23 19,51.17399880000001
2019-01-23 20,45.87666566666667
2019-01-23 21,46.852500000000006
2019-01-23 22,42.83999849999999
2019-01-23 23,41.662499499999996
2019-01-24 00,38.104999500000005
2019-01-24 01,33.693999
2019-01-24 02,32.331999399999994
2019-01-24 03,35.9159992
2019-01-24 04,32.68
2019-01-24 05,30.355999599999997
2019-01-24 06,28.753999599999997
2019-01-24 07,31.3599995
2019-01-24 08,29.823999399999998
2019-01-24 09,29.117999400000002
2019-01-24 10,28.1319994
2019-01-24 11,27.50999925
2019-01-24 12,27.8079994
2019-01-24 13,36.975998600000004
2019-01-24 14,41.5649995
2019-01-24 15,43.305999
2019-01-24 16,42.7039984
2019-01-24 17,42.8619986
2019-01-24 18,44.38499925
2019-01-24 19,41.8319998
2019-01-24 20,40.171998800000004
2019-01-24 21,37.612499
2019-01-24 22,38.941998999999996
2019-01-24 23,36.7900002
2019-01-25 00,35.7139996
2019-01-25 01,31.857499500000003
2019-01-25 02,31.705999600000002
2019-01-25 03,30.791998999999997
2019-01-25 04,31.019999499999997
2019-01-25 05,33.107999400000004
2019-01-25 06,32.9820002
2019-01-25 07,35.3799984
2019-01-25 08,34.17999925
2019-01-25 09,31.3219994
2019-01-25 10,35.48999920000001
2019-01-25 11,44.71499800000001
2019-01-25 12,41.5679982
2019-01-25 13,35.583999600000006
2019-01-25 14,33.5459996
2019-01-25 15,29.957499499999997
2019-01-25 16,30.9959994
2019-01-25 17,28.5899996
2019-01-25 18,28.002499500000003
2019-01-25 19,29.7339992
2019-01-25 20,36.0459984
2019-01-25 21,37.331998999999996
2019-01-25 22,36.254999
2019-01-25 23,33.6939996
2019-01-26 00,31.863999
2019-01-26 01,25.235
2019-01-26 02,24.925999400000002
2019-01-26 03,32.7999996
2019-01-26 04,33.3939992
2019-01-26 05,40.7474985
2019-01-26 06,48.5999992
2019-01-26 07,58.365999
2019-01-26 08,59.4224985
2019-01-26 09,57.7939988
2019-01-26 10,65.2779998
2019-01-26 11,64.7959984
2019-01-26 12,60.392499
2019-01-26 13,53.849998600000006
2019-01-26 14,48.091998000000004
2019-01-26 15,42.309998500000006
2019-01-26 16,39.4499992
2019-01-26 17,38.0339988
2019-01-26 18,38.221998400000004
2019-01-26 19,43.05749875
2019-01-26 20,51.455999
2019-01-26 21,52.7719992
2019-01-26 22,51.1049995
2019-01-26 23,52.4179984
2019-01-27 00,46.7579994
2019-01-27 01,39.475998600000004
2019-01-27 02,33.5224985
2019-01-27 03,45.07999933333334
2019-01-27 04,45.3119986
2019-01-27 05,45.2819984
2019-01-27 06,60.36749825
2019-01-27 07,71.99199839999999
2019-01-27 08,68.369998
2019-01-27 09,71.54399880000001
2019-01-27 10,75.427498
2019-01-27 11,86.8739992
2019-01-27 12,101.38399820000001
2019-01-27 13,102.852497
2019-01-27 14,97.653998
2019-01-27 15,91.2679962
2019-01-27 16,90.4259996
2019-01-27 17,100.7724955
2019-01-27 18,103.70749674999999
2019-01-27 19,91.79249974999999
2019-01-27 20,84.25249875
2019-01-27 21,76.0499968
2019-01-27 22,69.1999986
2019-01-27 23,62.522498
2019-01-28 00,59.379999399999996
2019-01-28 01,50.1319986
2019-01-28 02,44.05599980000001
2019-01-28 03,44.279998750000004
2019-01-28 04,42.086
2019-01-28 05,51.257999399999996
2019-01-28 06,89.0824985
2019-01-28 07,75.54399900000001
2019-01-28 08,64.37199760000001
2019-01-28 09,66.9039976
2019-01-28 10,64.15750025
2019-01-28 11,63.817998399999986
2019-01-28 12,81.9739974
2019-01-28 13,88.60749824999999
2019-01-28 14,82.11599880000001
2019-01-28 15,76.933998
2019-01-28 16,72.28000039999999
2019-01-28 17,65.82749849999999
2019-01-28 18,70.97799979999999
2019-01-28 19,74.7679976
2019-01-28 20,79.711998
2019-01-28 21,72.29249775
2019-01-28 22,66.30999740000001
2019-01-28 23,66.0739992
2019-01-29 00,57.104999500000005
2019-01-29 01,48.0779984
2019-01-29 02,45.4279992
2019-01-29 03,53.409999000000006
2019-01-29 04,58.66249925
2019-01-29 05,111.35999580000001
2019-01-29 06,68.5099966
2019-01-29 07,65.35999875000002
2019-01-29 08,64.2199974
2019-01-29 09,74.5119972
2019-01-29 10,79.8219988
2019-01-29 11,78.262499
2019-01-29 12,74.93999779999999
2019-01-29 13,75.9599976
2019-01-29 14,86.42499724999999
2019-01-29 15,75.837999
2019-01-29 16,82.2559982
2019-01-29 17,85.2999984
2019-01-29 18,79.8549975
2019-01-29 19,98.1979966
2019-01-29 20,102.16599740000001
2019-01-29 21,101.074997
2019-01-29 22,95.2079986
2019-01-29 23,90.91199800000001
2019-01-30 00,91.869999
2019-01-30 01,89.6720002
2019-01-30 02,77.4719986
2019-01-30 03,67.07399760000001
2019-01-30 04,75.19249925
2019-01-30 05,88.103998
2019-01-30 06,86.303996
2019-01-30 07,75.1224975
2019-01-30 08,71.7959992
2019-01-30 09,79.4079986
2019-01-30 10,86.12999725
2019-01-30 11,78.28249925
2019-01-30 12,66.0720002
2019-01-30 13,66.5639982
2019-01-30 14,64.927498
2019-01-30 15,55.069999200000005
2019-01-30 16,49.6659982
2019-01-30 17,55.207998599999996
2019-01-30 18,64.79249974999999
2019-01-30 19,82.5939988
2019-01-30 20,88.5819962
2019-01-30 21,84.7999975
2019-01-30 22,79.849997
2019-01-30 23,74.747998
2019-01-31 00,59.9500002
2019-01-31 01,48.034999
2019-01-31 02,43.8039992
2019-01-31 03,42.505998
2019-01-31 04,50.09499825
2019-01-31 05,50.0139992
2019-01-31 06,45.8979986
2019-01-31 07,47.7979988
2019-01-31 08,53.107499250000004
2019-01-31 09,56.7759986
2019-01-31 10,49.217999999999996
2019-01-31 11,63.33666466666667
2019-01-31 12,55.164
2019-01-31 13,48.584998
2019-01-31 14,44.1319992
2019-01-31 15,39.8039986
2019-01-31 16,41.074998750000006
2019-01-31 17,42.7379996
2019-01-31 18,40.359999
2019-01-31 19,44.829999799999996
2019-01-31 20,57.96749875
2019-01-31 21,70.1879958
2019-01-31 22,88.861998
2019-01-31 23,83.27999875
2019-02-01 00,77.67999879999999
2019-02-01 01,63.785999400000016
2019-02-01 02,51.91799840000001
2019-02-01 03,47.88999975
2019-02-01 04,43.329998800000006
2019-02-01 05,39.0199982
2019-02-01 06,40.6224995
2019-02-01 07,47.105998
2019-02-01 08,49.6899988
2019-02-01 09,41.01199940000001
2019-02-01 10,40.0950005
2019-02-01 11,37.487999
2019-02-01 12,39.145998399999996
2019-02-01 13,34.6350005
2019-02-01 14,34.2219992
2019-02-01 15,33.699999399999996
2019-02-01 16,33.3139984
2019-02-01 17,35.704999
2019-02-01 18,42.3279998
2019-02-01 19,57.4499976
2019-02-01 20,83.68249675
2019-02-01 21,93.524998
2019-02-01 22,92.267496
2019-02-01 23,88.58999800000001
